156,,,,,,,
120,144,156,174,,,,
120,150,174,,,,,
120,144,174,360,504,,,
144,,,,,,,
120,144,162,180,192,,,
120,144,174,246,348,360,492,
120,144,174,234,354,366,480,
144,,,,,,,
120,150,168,198,,,,
120,144,228,354,366,480,,
120,144,156,168,186,360,468,486
,,,,,,,
144,,,,,,,
114,150,174,,,,,
120,144,192,222,,,,
