30,126,,,,,,,,,,,,
126,,,,,,,,,,,,,
126,,,,,,,,,,,,,
126,,,,,,,,,,,,,
60,114,126,186,246,276,306,372,414,432,468,498,528,558
24,126,282,468,486,534,,,,,,,,
30,126,282,414,534,,,,,,,,,
126,,,,,,,,,,,,,
60,126,186,246,258,282,312,372,432,498,534,558,,
126,,,,,,,,,,,,,
126,,,,,,,,,,,,,
30,114,126,282,318,408,462,486,534,570,,,,
126,,,,,,,,,,,,,
30,66,126,186,246,282,312,372,438,462,492,504,528,558
126,468,,,,,,,,,,,,
126,,,,,,,,,,,,,
